lr,num_iter,log_l_histor,acc_rand_train,acc_train,acc_rand_test,acc_test
0.1,10,"[2.30376357 2.30376271 2.30376185 2.30376099 2.30376013 2.30375927
 2.30375841 2.30375755 2.30375669 2.30375583]",0.09622,0.09632,0.0984,0.0986
0.1,50,"[2.30376357 2.30376271 2.30376185 2.30376099 2.30376013 2.30375927
 2.30375841 2.30375755 2.30375669 2.30375583 2.30375497 2.30375411
 2.30375325 2.3037524  2.30375154 2.30375068 2.30374982 2.30374896
 2.3037481  2.30374724 2.30374638 2.30374552 2.30374466 2.3037438
 2.30374294 2.30374208 2.30374123 2.30374037 2.30373951 2.30373865
 2.30373779 2.30373693 2.30373607 2.30373521 2.30373435 2.30373349
 2.30373263 2.30373177 2.30373091 2.30373006 2.3037292  2.30372834
 2.30372748 2.30372662 2.30372576 2.3037249  2.30372404 2.30372318
 2.30372232 2.30372146]",0.09622,0.09646,0.0984,0.099
0.1,100,"[2.30376357 2.30376271 2.30376185 2.30376099 2.30376013 2.30375927
 2.30375841 2.30375755 2.30375669 2.30375583 2.30375497 2.30375411
 2.30375325 2.3037524  2.30375154 2.30375068 2.30374982 2.30374896
 2.3037481  2.30374724 2.30374638 2.30374552 2.30374466 2.3037438
 2.30374294 2.30374208 2.30374123 2.30374037 2.30373951 2.30373865
 2.30373779 2.30373693 2.30373607 2.30373521 2.30373435 2.30373349
 2.30373263 2.30373177 2.30373091 2.30373006 2.3037292  2.30372834
 2.30372748 2.30372662 2.30372576 2.3037249  2.30372404 2.30372318
 2.30372232 2.30372146 2.3037206  2.30371974 2.30371889 2.30371803
 2.30371717 2.30371631 2.30371545 2.30371459 2.30371373 2.30371287
 2.30371201 2.30371115 2.30371029 2.30370943 2.30370857 2.30370772
 2.30370686 2.303706   2.30370514 2.30370428 2.30370342 2.30370256
 2.3037017  2.30370084 2.30369998 2.30369912 2.30369826 2.30369741
 2.30369655 2.30369569 2.30369483 2.30369397 2.30369311 2.30369225
 2.30369139 2.30369053 2.30368967 2.30368881 2.30368795 2.30368709
 2.30368624 2.30368538 2.30368452 2.30368366 2.3036828  2.30368194
 2.30368108 2.30368022 2.30367936 2.3036785 ]",0.09622,0.09676,0.0984,0.0992
0.1,500,"[2.30376357 2.30376271 2.30376185 2.30376099 2.30376013 2.30375927
 2.30375841 2.30375755 2.30375669 2.30375583 2.30375497 2.30375411
 2.30375325 2.3037524  2.30375154 2.30375068 2.30374982 2.30374896
 2.3037481  2.30374724 2.30374638 2.30374552 2.30374466 2.3037438
 2.30374294 2.30374208 2.30374123 2.30374037 2.30373951 2.30373865
 2.30373779 2.30373693 2.30373607 2.30373521 2.30373435 2.30373349
 2.30373263 2.30373177 2.30373091 2.30373006 2.3037292  2.30372834
 2.30372748 2.30372662 2.30372576 2.3037249  2.30372404 2.30372318
 2.30372232 2.30372146 2.3037206  2.30371974 2.30371889 2.30371803
 2.30371717 2.30371631 2.30371545 2.30371459 2.30371373 2.30371287
 2.30371201 2.30371115 2.30371029 2.30370943 2.30370857 2.30370772
 2.30370686 2.303706   2.30370514 2.30370428 2.30370342 2.30370256
 2.3037017  2.30370084 2.30369998 2.30369912 2.30369826 2.30369741
 2.30369655 2.30369569 2.30369483 2.30369397 2.30369311 2.30369225
 2.30369139 2.30369053 2.30368967 2.30368881 2.30368795 2.30368709
 2.30368624 2.30368538 2.30368452 2.30368366 2.3036828  2.30368194
 2.30368108 2.30368022 2.30367936 2.3036785  2.30367764 2.30367678
 2.30367593 2.30367507 2.30367421 2.30367335 2.30367249 2.30367163
 2.30367077 2.30366991 2.30366905 2.30366819 2.30366733 2.30366647
 2.30366562 2.30366476 2.3036639  2.30366304 2.30366218 2.30366132
 2.30366046 2.3036596  2.30365874 2.30365788 2.30365702 2.30365616
 2.30365531 2.30365445 2.30365359 2.30365273 2.30365187 2.30365101
 2.30365015 2.30364929 2.30364843 2.30364757 2.30364671 2.30364585
 2.303645   2.30364414 2.30364328 2.30364242 2.30364156 2.3036407
 2.30363984 2.30363898 2.30363812 2.30363726 2.3036364  2.30363555
 2.30363469 2.30363383 2.30363297 2.30363211 2.30363125 2.30363039
 2.30362953 2.30362867 2.30362781 2.30362695 2.30362609 2.30362524
 2.30362438 2.30362352 2.30362266 2.3036218  2.30362094 2.30362008
 2.30361922 2.30361836 2.3036175  2.30361664 2.30361579 2.30361493
 2.30361407 2.30361321 2.30361235 2.30361149 2.30361063 2.30360977
 2.30360891 2.30360805 2.30360719 2.30360634 2.30360548 2.30360462
 2.30360376 2.3036029  2.30360204 2.30360118 2.30360032 2.30359946
 2.3035986  2.30359774 2.30359689 2.30359603 2.30359517 2.30359431
 2.30359345 2.30359259 2.30359173 2.30359087 2.30359001 2.30358915
 2.30358829 2.30358744 2.30358658 2.30358572 2.30358486 2.303584
 2.30358314 2.30358228 2.30358142 2.30358056 2.3035797  2.30357884
 2.30357799 2.30357713 2.30357627 2.30357541 2.30357455 2.30357369
 2.30357283 2.30357197 2.30357111 2.30357025 2.30356939 2.30356854
 2.30356768 2.30356682 2.30356596 2.3035651  2.30356424 2.30356338
 2.30356252 2.30356166 2.3035608  2.30355994 2.30355909 2.30355823
 2.30355737 2.30355651 2.30355565 2.30355479 2.30355393 2.30355307
 2.30355221 2.30355135 2.3035505  2.30354964 2.30354878 2.30354792
 2.30354706 2.3035462  2.30354534 2.30354448 2.30354362 2.30354276
 2.3035419  2.30354105 2.30354019 2.30353933 2.30353847 2.30353761
 2.30353675 2.30353589 2.30353503 2.30353417 2.30353331 2.30353246
 2.3035316  2.30353074 2.30352988 2.30352902 2.30352816 2.3035273
 2.30352644 2.30352558 2.30352472 2.30352387 2.30352301 2.30352215
 2.30352129 2.30352043 2.30351957 2.30351871 2.30351785 2.30351699
 2.30351613 2.30351528 2.30351442 2.30351356 2.3035127  2.30351184
 2.30351098 2.30351012 2.30350926 2.3035084  2.30350754 2.30350669
 2.30350583 2.30350497 2.30350411 2.30350325 2.30350239 2.30350153
 2.30350067 2.30349981 2.30349895 2.3034981  2.30349724 2.30349638
 2.30349552 2.30349466 2.3034938  2.30349294 2.30349208 2.30349122
 2.30349036 2.30348951 2.30348865 2.30348779 2.30348693 2.30348607
 2.30348521 2.30348435 2.30348349 2.30348263 2.30348177 2.30348092
 2.30348006 2.3034792  2.30347834 2.30347748 2.30347662 2.30347576
 2.3034749  2.30347404 2.30347318 2.30347233 2.30347147 2.30347061
 2.30346975 2.30346889 2.30346803 2.30346717 2.30346631 2.30346545
 2.3034646  2.30346374 2.30346288 2.30346202 2.30346116 2.3034603
 2.30345944 2.30345858 2.30345772 2.30345686 2.30345601 2.30345515
 2.30345429 2.30345343 2.30345257 2.30345171 2.30345085 2.30344999
 2.30344913 2.30344828 2.30344742 2.30344656 2.3034457  2.30344484
 2.30344398 2.30344312 2.30344226 2.3034414  2.30344054 2.30343969
 2.30343883 2.30343797 2.30343711 2.30343625 2.30343539 2.30343453
 2.30343367 2.30343281 2.30343196 2.3034311  2.30343024 2.30342938
 2.30342852 2.30342766 2.3034268  2.30342594 2.30342508 2.30342423
 2.30342337 2.30342251 2.30342165 2.30342079 2.30341993 2.30341907
 2.30341821 2.30341735 2.30341649 2.30341564 2.30341478 2.30341392
 2.30341306 2.3034122  2.30341134 2.30341048 2.30340962 2.30340876
 2.30340791 2.30340705 2.30340619 2.30340533 2.30340447 2.30340361
 2.30340275 2.30340189 2.30340103 2.30340018 2.30339932 2.30339846
 2.3033976  2.30339674 2.30339588 2.30339502 2.30339416 2.3033933
 2.30339245 2.30339159 2.30339073 2.30338987 2.30338901 2.30338815
 2.30338729 2.30338643 2.30338557 2.30338472 2.30338386 2.303383
 2.30338214 2.30338128 2.30338042 2.30337956 2.3033787  2.30337784
 2.30337699 2.30337613 2.30337527 2.30337441 2.30337355 2.30337269
 2.30337183 2.30337097 2.30337012 2.30336926 2.3033684  2.30336754
 2.30336668 2.30336582 2.30336496 2.3033641  2.30336324 2.30336239
 2.30336153 2.30336067 2.30335981 2.30335895 2.30335809 2.30335723
 2.30335637 2.30335551 2.30335466 2.3033538  2.30335294 2.30335208
 2.30335122 2.30335036 2.3033495  2.30334864 2.30334779 2.30334693
 2.30334607 2.30334521 2.30334435 2.30334349 2.30334263 2.30334177
 2.30334091 2.30334006 2.3033392  2.30333834 2.30333748 2.30333662
 2.30333576 2.3033349 ]",0.09622,0.09878,0.0984,0.1009
0.1,1000,"[2.30376357 2.30376271 2.30376185 2.30376099 2.30376013 2.30375927
 2.30375841 2.30375755 2.30375669 2.30375583 2.30375497 2.30375411
 2.30375325 2.3037524  2.30375154 2.30375068 2.30374982 2.30374896
 2.3037481  2.30374724 2.30374638 2.30374552 2.30374466 2.3037438
 2.30374294 2.30374208 2.30374123 2.30374037 2.30373951 2.30373865
 2.30373779 2.30373693 2.30373607 2.30373521 2.30373435 2.30373349
 2.30373263 2.30373177 2.30373091 2.30373006 2.3037292  2.30372834
 2.30372748 2.30372662 2.30372576 2.3037249  2.30372404 2.30372318
 2.30372232 2.30372146 2.3037206  2.30371974 2.30371889 2.30371803
 2.30371717 2.30371631 2.30371545 2.30371459 2.30371373 2.30371287
 2.30371201 2.30371115 2.30371029 2.30370943 2.30370857 2.30370772
 2.30370686 2.303706   2.30370514 2.30370428 2.30370342 2.30370256
 2.3037017  2.30370084 2.30369998 2.30369912 2.30369826 2.30369741
 2.30369655 2.30369569 2.30369483 2.30369397 2.30369311 2.30369225
 2.30369139 2.30369053 2.30368967 2.30368881 2.30368795 2.30368709
 2.30368624 2.30368538 2.30368452 2.30368366 2.3036828  2.30368194
 2.30368108 2.30368022 2.30367936 2.3036785  2.30367764 2.30367678
 2.30367593 2.30367507 2.30367421 2.30367335 2.30367249 2.30367163
 2.30367077 2.30366991 2.30366905 2.30366819 2.30366733 2.30366647
 2.30366562 2.30366476 2.3036639  2.30366304 2.30366218 2.30366132
 2.30366046 2.3036596  2.30365874 2.30365788 2.30365702 2.30365616
 2.30365531 2.30365445 2.30365359 2.30365273 2.30365187 2.30365101
 2.30365015 2.30364929 2.30364843 2.30364757 2.30364671 2.30364585
 2.303645   2.30364414 2.30364328 2.30364242 2.30364156 2.3036407
 2.30363984 2.30363898 2.30363812 2.30363726 2.3036364  2.30363555
 2.30363469 2.30363383 2.30363297 2.30363211 2.30363125 2.30363039
 2.30362953 2.30362867 2.30362781 2.30362695 2.30362609 2.30362524
 2.30362438 2.30362352 2.30362266 2.3036218  2.30362094 2.30362008
 2.30361922 2.30361836 2.3036175  2.30361664 2.30361579 2.30361493
 2.30361407 2.30361321 2.30361235 2.30361149 2.30361063 2.30360977
 2.30360891 2.30360805 2.30360719 2.30360634 2.30360548 2.30360462
 2.30360376 2.3036029  2.30360204 2.30360118 2.30360032 2.30359946
 2.3035986  2.30359774 2.30359689 2.30359603 2.30359517 2.30359431
 2.30359345 2.30359259 2.30359173 2.30359087 2.30359001 2.30358915
 2.30358829 2.30358744 2.30358658 2.30358572 2.30358486 2.303584
 2.30358314 2.30358228 2.30358142 2.30358056 2.3035797  2.30357884
 2.30357799 2.30357713 2.30357627 2.30357541 2.30357455 2.30357369
 2.30357283 2.30357197 2.30357111 2.30357025 2.30356939 2.30356854
 2.30356768 2.30356682 2.30356596 2.3035651  2.30356424 2.30356338
 2.30356252 2.30356166 2.3035608  2.30355994 2.30355909 2.30355823
 2.30355737 2.30355651 2.30355565 2.30355479 2.30355393 2.30355307
 2.30355221 2.30355135 2.3035505  2.30354964 2.30354878 2.30354792
 2.30354706 2.3035462  2.30354534 2.30354448 2.30354362 2.30354276
 2.3035419  2.30354105 2.30354019 2.30353933 2.30353847 2.30353761
 2.30353675 2.30353589 2.30353503 2.30353417 2.30353331 2.30353246
 2.3035316  2.30353074 2.30352988 2.30352902 2.30352816 2.3035273
 2.30352644 2.30352558 2.30352472 2.30352387 2.30352301 2.30352215
 2.30352129 2.30352043 2.30351957 2.30351871 2.30351785 2.30351699
 2.30351613 2.30351528 2.30351442 2.30351356 2.3035127  2.30351184
 2.30351098 2.30351012 2.30350926 2.3035084  2.30350754 2.30350669
 2.30350583 2.30350497 2.30350411 2.30350325 2.30350239 2.30350153
 2.30350067 2.30349981 2.30349895 2.3034981  2.30349724 2.30349638
 2.30349552 2.30349466 2.3034938  2.30349294 2.30349208 2.30349122
 2.30349036 2.30348951 2.30348865 2.30348779 2.30348693 2.30348607
 2.30348521 2.30348435 2.30348349 2.30348263 2.30348177 2.30348092
 2.30348006 2.3034792  2.30347834 2.30347748 2.30347662 2.30347576
 2.3034749  2.30347404 2.30347318 2.30347233 2.30347147 2.30347061
 2.30346975 2.30346889 2.30346803 2.30346717 2.30346631 2.30346545
 2.3034646  2.30346374 2.30346288 2.30346202 2.30346116 2.3034603
 2.30345944 2.30345858 2.30345772 2.30345686 2.30345601 2.30345515
 2.30345429 2.30345343 2.30345257 2.30345171 2.30345085 2.30344999
 2.30344913 2.30344828 2.30344742 2.30344656 2.3034457  2.30344484
 2.30344398 2.30344312 2.30344226 2.3034414  2.30344054 2.30343969
 2.30343883 2.30343797 2.30343711 2.30343625 2.30343539 2.30343453
 2.30343367 2.30343281 2.30343196 2.3034311  2.30343024 2.30342938
 2.30342852 2.30342766 2.3034268  2.30342594 2.30342508 2.30342423
 2.30342337 2.30342251 2.30342165 2.30342079 2.30341993 2.30341907
 2.30341821 2.30341735 2.30341649 2.30341564 2.30341478 2.30341392
 2.30341306 2.3034122  2.30341134 2.30341048 2.30340962 2.30340876
 2.30340791 2.30340705 2.30340619 2.30340533 2.30340447 2.30340361
 2.30340275 2.30340189 2.30340103 2.30340018 2.30339932 2.30339846
 2.3033976  2.30339674 2.30339588 2.30339502 2.30339416 2.3033933
 2.30339245 2.30339159 2.30339073 2.30338987 2.30338901 2.30338815
 2.30338729 2.30338643 2.30338557 2.30338472 2.30338386 2.303383
 2.30338214 2.30338128 2.30338042 2.30337956 2.3033787  2.30337784
 2.30337699 2.30337613 2.30337527 2.30337441 2.30337355 2.30337269
 2.30337183 2.30337097 2.30337012 2.30336926 2.3033684  2.30336754
 2.30336668 2.30336582 2.30336496 2.3033641  2.30336324 2.30336239
 2.30336153 2.30336067 2.30335981 2.30335895 2.30335809 2.30335723
 2.30335637 2.30335551 2.30335466 2.3033538  2.30335294 2.30335208
 2.30335122 2.30335036 2.3033495  2.30334864 2.30334779 2.30334693
 2.30334607 2.30334521 2.30334435 2.30334349 2.30334263 2.30334177
 2.30334091 2.30334006 2.3033392  2.30333834 2.30333748 2.30333662
 2.30333576 2.3033349  2.30333404 2.30333318 2.30333233 2.30333147
 2.30333061 2.30332975 2.30332889 2.30332803 2.30332717 2.30332631
 2.30332546 2.3033246  2.30332374 2.30332288 2.30332202 2.30332116
 2.3033203  2.30331944 2.30331859 2.30331773 2.30331687 2.30331601
 2.30331515 2.30331429 2.30331343 2.30331257 2.30331171 2.30331086
 2.30331    2.30330914 2.30330828 2.30330742 2.30330656 2.3033057
 2.30330484 2.30330399 2.30330313 2.30330227 2.30330141 2.30330055
 2.30329969 2.30329883 2.30329797 2.30329712 2.30329626 2.3032954
 2.30329454 2.30329368 2.30329282 2.30329196 2.3032911  2.30329024
 2.30328939 2.30328853 2.30328767 2.30328681 2.30328595 2.30328509
 2.30328423 2.30328337 2.30328252 2.30328166 2.3032808  2.30327994
 2.30327908 2.30327822 2.30327736 2.3032765  2.30327565 2.30327479
 2.30327393 2.30327307 2.30327221 2.30327135 2.30327049 2.30326963
 2.30326878 2.30326792 2.30326706 2.3032662  2.30326534 2.30326448
 2.30326362 2.30326276 2.30326191 2.30326105 2.30326019 2.30325933
 2.30325847 2.30325761 2.30325675 2.30325589 2.30325504 2.30325418
 2.30325332 2.30325246 2.3032516  2.30325074 2.30324988 2.30324902
 2.30324817 2.30324731 2.30324645 2.30324559 2.30324473 2.30324387
 2.30324301 2.30324215 2.3032413  2.30324044 2.30323958 2.30323872
 2.30323786 2.303237   2.30323614 2.30323528 2.30323443 2.30323357
 2.30323271 2.30323185 2.30323099 2.30323013 2.30322927 2.30322842
 2.30322756 2.3032267  2.30322584 2.30322498 2.30322412 2.30322326
 2.3032224  2.30322155 2.30322069 2.30321983 2.30321897 2.30321811
 2.30321725 2.30321639 2.30321553 2.30321468 2.30321382 2.30321296
 2.3032121  2.30321124 2.30321038 2.30320952 2.30320867 2.30320781
 2.30320695 2.30320609 2.30320523 2.30320437 2.30320351 2.30320265
 2.3032018  2.30320094 2.30320008 2.30319922 2.30319836 2.3031975
 2.30319664 2.30319578 2.30319493 2.30319407 2.30319321 2.30319235
 2.30319149 2.30319063 2.30318977 2.30318892 2.30318806 2.3031872
 2.30318634 2.30318548 2.30318462 2.30318376 2.3031829  2.30318205
 2.30318119 2.30318033 2.30317947 2.30317861 2.30317775 2.30317689
 2.30317604 2.30317518 2.30317432 2.30317346 2.3031726  2.30317174
 2.30317088 2.30317002 2.30316917 2.30316831 2.30316745 2.30316659
 2.30316573 2.30316487 2.30316401 2.30316316 2.3031623  2.30316144
 2.30316058 2.30315972 2.30315886 2.303158   2.30315714 2.30315629
 2.30315543 2.30315457 2.30315371 2.30315285 2.30315199 2.30315113
 2.30315028 2.30314942 2.30314856 2.3031477  2.30314684 2.30314598
 2.30314512 2.30314427 2.30314341 2.30314255 2.30314169 2.30314083
 2.30313997 2.30313911 2.30313826 2.3031374  2.30313654 2.30313568
 2.30313482 2.30313396 2.3031331  2.30313224 2.30313139 2.30313053
 2.30312967 2.30312881 2.30312795 2.30312709 2.30312623 2.30312538
 2.30312452 2.30312366 2.3031228  2.30312194 2.30312108 2.30312022
 2.30311937 2.30311851 2.30311765 2.30311679 2.30311593 2.30311507
 2.30311421 2.30311336 2.3031125  2.30311164 2.30311078 2.30310992
 2.30310906 2.3031082  2.30310735 2.30310649 2.30310563 2.30310477
 2.30310391 2.30310305 2.30310219 2.30310134 2.30310048 2.30309962
 2.30309876 2.3030979  2.30309704 2.30309618 2.30309533 2.30309447
 2.30309361 2.30309275 2.30309189 2.30309103 2.30309017 2.30308932
 2.30308846 2.3030876  2.30308674 2.30308588 2.30308502 2.30308416
 2.30308331 2.30308245 2.30308159 2.30308073 2.30307987 2.30307901
 2.30307815 2.3030773  2.30307644 2.30307558 2.30307472 2.30307386
 2.303073   2.30307214 2.30307129 2.30307043 2.30306957 2.30306871
 2.30306785 2.30306699 2.30306613 2.30306528 2.30306442 2.30306356
 2.3030627  2.30306184 2.30306098 2.30306012 2.30305927 2.30305841
 2.30305755 2.30305669 2.30305583 2.30305497 2.30305411 2.30305326
 2.3030524  2.30305154 2.30305068 2.30304982 2.30304896 2.3030481
 2.30304725 2.30304639 2.30304553 2.30304467 2.30304381 2.30304295
 2.3030421  2.30304124 2.30304038 2.30303952 2.30303866 2.3030378
 2.30303694 2.30303609 2.30303523 2.30303437 2.30303351 2.30303265
 2.30303179 2.30303093 2.30303008 2.30302922 2.30302836 2.3030275
 2.30302664 2.30302578 2.30302492 2.30302407 2.30302321 2.30302235
 2.30302149 2.30302063 2.30301977 2.30301892 2.30301806 2.3030172
 2.30301634 2.30301548 2.30301462 2.30301376 2.30301291 2.30301205
 2.30301119 2.30301033 2.30300947 2.30300861 2.30300775 2.3030069
 2.30300604 2.30300518 2.30300432 2.30300346 2.3030026  2.30300175
 2.30300089 2.30300003 2.30299917 2.30299831 2.30299745 2.30299659
 2.30299574 2.30299488 2.30299402 2.30299316 2.3029923  2.30299144
 2.30299059 2.30298973 2.30298887 2.30298801 2.30298715 2.30298629
 2.30298543 2.30298458 2.30298372 2.30298286 2.302982   2.30298114
 2.30298028 2.30297943 2.30297857 2.30297771 2.30297685 2.30297599
 2.30297513 2.30297427 2.30297342 2.30297256 2.3029717  2.30297084
 2.30296998 2.30296912 2.30296827 2.30296741 2.30296655 2.30296569
 2.30296483 2.30296397 2.30296311 2.30296226 2.3029614  2.30296054
 2.30295968 2.30295882 2.30295796 2.30295711 2.30295625 2.30295539
 2.30295453 2.30295367 2.30295281 2.30295196 2.3029511  2.30295024
 2.30294938 2.30294852 2.30294766 2.3029468  2.30294595 2.30294509
 2.30294423 2.30294337 2.30294251 2.30294165 2.3029408  2.30293994
 2.30293908 2.30293822 2.30293736 2.3029365  2.30293565 2.30293479
 2.30293393 2.30293307 2.30293221 2.30293135 2.30293049 2.30292964
 2.30292878 2.30292792 2.30292706 2.3029262  2.30292534 2.30292449
 2.30292363 2.30292277 2.30292191 2.30292105 2.30292019 2.30291934
 2.30291848 2.30291762 2.30291676 2.3029159  2.30291504 2.30291419
 2.30291333 2.30291247 2.30291161 2.30291075 2.30290989 2.30290903
 2.30290818 2.30290732 2.30290646 2.3029056 ]",0.09622,0.10206,0.0984,0.1046
1.0,10,"[2.30375583 2.30374724 2.30373865 2.30373006 2.30372146 2.30371287
 2.30370428 2.30369569 2.30368709 2.3036785 ]",0.09622,0.09676,0.0984,0.0992
1.0,50,"[2.30375583 2.30374724 2.30373865 2.30373006 2.30372146 2.30371287
 2.30370428 2.30369569 2.30368709 2.3036785  2.30366991 2.30366132
 2.30365273 2.30364414 2.30363554 2.30362695 2.30361836 2.30360977
 2.30360118 2.30359259 2.303584   2.30357541 2.30356682 2.30355823
 2.30354964 2.30354105 2.30353245 2.30352386 2.30351527 2.30350668
 2.30349809 2.3034895  2.30348091 2.30347233 2.30346374 2.30345515
 2.30344656 2.30343797 2.30342938 2.30342079 2.3034122  2.30340361
 2.30339502 2.30338643 2.30337784 2.30336926 2.30336067 2.30335208
 2.30334349 2.3033349 ]",0.09622,0.09878,0.0984,0.1009
1.0,100,"[2.30375583 2.30374724 2.30373865 2.30373006 2.30372146 2.30371287
 2.30370428 2.30369569 2.30368709 2.3036785  2.30366991 2.30366132
 2.30365273 2.30364414 2.30363554 2.30362695 2.30361836 2.30360977
 2.30360118 2.30359259 2.303584   2.30357541 2.30356682 2.30355823
 2.30354964 2.30354105 2.30353245 2.30352386 2.30351527 2.30350668
 2.30349809 2.3034895  2.30348091 2.30347233 2.30346374 2.30345515
 2.30344656 2.30343797 2.30342938 2.30342079 2.3034122  2.30340361
 2.30339502 2.30338643 2.30337784 2.30336926 2.30336067 2.30335208
 2.30334349 2.3033349  2.30332631 2.30331773 2.30330914 2.30330055
 2.30329196 2.30328337 2.30327479 2.3032662  2.30325761 2.30324902
 2.30324044 2.30323185 2.30322326 2.30321467 2.30320609 2.3031975
 2.30318891 2.30318033 2.30317174 2.30316315 2.30315457 2.30314598
 2.3031374  2.30312881 2.30312022 2.30311164 2.30310305 2.30309447
 2.30308588 2.30307729 2.30306871 2.30306012 2.30305154 2.30304295
 2.30303437 2.30302578 2.3030172  2.30300861 2.30300003 2.30299144
 2.30298286 2.30297427 2.30296569 2.3029571  2.30294852 2.30293994
 2.30293135 2.30292277 2.30291418 2.3029056 ]",0.09622,0.10206,0.0984,0.1046
